../min/decoys.set2/2y4x_score.sc    82.443  empty_tag_1_1018_0001
../min/decoys.set2/2y72_score.sc    509.898 empty_tag_1_1147_0001
../min/decoys.set2/1r77_score.sc    32.007  empty_tag_1_129_0001
../min/decoys.set2/1igd_score.sc    43.695  empty_tag_1_1621_0001
../min/decoys.set2/1iz6_score.sc    67.138  empty_tag_1_2_1_0001
../min/decoys.set2/2nsz_score.sc    173.811 empty_tag_1_769_0001
../min/decoys.set2/2pcy_score.sc    33.912  empty_tag_1_899_0001
../min/decoys.set2/2pcy_score.sc    33.912  empty_tag_1_925_0001
../min/decoys.set1/3cx2_score.sc    1190.9  empty_tag_10_0001_0001
../min/decoys.set1/2dfb_score.sc    416.293 empty_tag_106_0007_0001
../min/decoys.set1/2oss_score.sc    921.561 empty_tag_1077_0001_0001
../min/decoys.set1/2qsk_score.sc    299.103 empty_tag_1126_0001_0001
../min/decoys.set2/1lis_score.sc    15.469  empty_tag_1174_0001_0001
../min/decoys.set1/3ey6_score.sc    646.612 empty_tag_120_0001_0001
../min/decoys.set2/1iul_score.sc    25.49   empty_tag_122_0001_1_0001
../min/decoys.set1/1fna_score.sc    479.352 empty_tag_12211_0001_0001
../min/decoys.set2/1t2p_score.sc    543.844 empty_tag_1244_0001_0001
../min/decoys.set2/1t2p_score.sc    543.844 empty_tag_1244_0001_0001
../min/decoys.set1/1x6x_score.sc    125.349 empty_tag_13261_0001_0001
../min/decoys.set2/2ic6_score.sc    174.785 empty_tag_1402_0001_0001
../min/decoys.set1/3f2z_score.sc    1875.985    empty_tag_1441_0001_0001
../min/decoys.set1/2icp_score.sc    147.016 empty_tag_14655_0001_0001
../min/decoys.set1/4lzt_score.sc    537.974 empty_tag_159_0002_0001
../min/decoys.set1/4lzt_score.sc    1335.755    empty_tag_159_0005_0001
../min/decoys.set1/1cc8_score.sc    185.653 empty_tag_16901_0001_0001
../min/decoys.set1/3hyn_score.sc    953.75  empty_tag_184_0008_0001
../min/decoys.set1/1kf5_score.sc    55.152  empty_tag_254_0004_0001
../min/decoys.set1/2oss_score.sc    1082.818    empty_tag_2583_0001_0001
../min/decoys.set1/1agy_score.sc    31.438  empty_tag_295_0002_0001
../min/decoys.set1/1kf5_score.sc    611.027 empty_tag_31_0005_0001
../min/decoys.set1/2v1m_score.sc    453.88  empty_tag_318_0008_0001
../min/decoys.set1/1bk2_score.sc    136.207 empty_tag_31960_0001_0001
../min/decoys.set1/2dfb_score.sc    335.172 empty_tag_3397_0001_0001
../min/decoys.set1/3d4e_score.sc    391.085 empty_tag_374_0010_0001
../min/decoys.set1/2nr7_score.sc    1954.256    empty_tag_4158_0001_0001
../min/decoys.set1/3ich_score.sc    2019.967    empty_tag_4754_0001_0001
../min/decoys.set1/2oml_score.sc    1214.407    empty_tag_4801_0001_0001
../min/decoys.set1/2nr7_score.sc    26.728  empty_tag_5514_0001_0001
../min/decoys.set1/3ess_score.sc    568.531 empty_tag_5571_0001_0001
../min/decoys.set1/2oml_score.sc    1454.287    empty_tag_5621_0001_0001
../min/decoys.set1/2dfb_score.sc    452.864 empty_tag_565_0002_0001
../min/decoys.set1/2oml_score.sc    379.725 empty_tag_5965_0001_0001
../min/decoys.set1/3ess_score.sc    182.899 empty_tag_6017_0001_0001
../min/decoys.set1/3ich_score.sc    678.55  empty_tag_609_0010_0001
../min/decoys.set1/2oml_score.sc    1092.186    empty_tag_6129_0001_0001
../min/decoys.set1/2nwd_score.sc    302.391 empty_tag_6145_0001_0001
../min/decoys.set1/3hyn_score.sc    2437.963    empty_tag_615_0001_0001
../min/decoys.set1/1vkk_score.sc    276.797 empty_tag_6182_0001_0001
../min/decoys.set1/3ey6_score.sc    134.442 empty_tag_62_0001_0001
../min/decoys.set1/3cx2_score.sc    194.441 empty_tag_627_0004_0001
../min/decoys.set1/2i6c_score.sc    407.595 empty_tag_6330_0001_0001
../min/decoys.set1/3ess_score.sc    1171.185    empty_tag_6537_0001_0001
../min/decoys.set1/2oml_score.sc    3303.544    empty_tag_669_0009_0001
../min/decoys.set1/3ich_score.sc    42.615  empty_tag_6702_0001_0001
../min/decoys.set1/3f2z_score.sc    1205.276    empty_tag_6791_0001_0001
../min/decoys.set1/3co1_score.sc    33.959  empty_tag_698_0007_0001
../min/decoys.set1/2fi1_score.sc    1020.588    empty_tag_7084_0001_0001
../min/decoys.set1/3f2z_score.sc    635.355 empty_tag_7106_0001_0001
../min/decoys.set1/2hhg_score.sc    582.935 empty_tag_717_0002_0001
../min/decoys.set1/3gbw_score.sc    79.685  empty_tag_7272_0001_0001
../min/decoys.set1/3klr_score.sc    3893.504    empty_tag_7282_0001_0001
../min/decoys.set1/1pgx_score.sc    278.966 empty_tag_7327_0001_0001
../min/decoys.set1/3gbw_score.sc    385.572 empty_tag_7436_0001_0001
../min/decoys.set1/2i24_score.sc    321.378 empty_tag_7694_0001_0001
../min/decoys.set1/2fi1_score.sc    1440.574    empty_tag_8019_0001_0001
../min/decoys.set1/2fi1_score.sc    1440.574    empty_tag_8132_0001_0001
../min/decoys.set1/3b79_score.sc    105.99  empty_tag_8916_0001_0001
../min/decoys.set1/3nbm_score.sc    897.8   empty_tag_985_0001_0001
